journal_full_title;issn;eissn;doi;period;is_gold;is_hybrid;is_green;non_oa;bfi_level;publisher;institution;corresponding_author;corresponding_institution;euro;submission_fee;page_charge;color_charge;CC-charge;discount;dk_funding
Agricultural and Forest Meteorology;0168-1923;;10.1016/j.agrformet.2014.11.003;2015;;;;true;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;Elsevier;Afgrødevidenskab;;;;;;;;;
Agronomy Journal;0002-1962;;10.2134/agronj14.0460;2015;;;;true;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Annals of Applied Biology;0003-4746;;10.1111/aab.12183;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
B M C Plant Biology;1471-2229;;10.1186/s12870-014-0394-0;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
B M C Plant Biology;1471-2229;;10.1186/s12870-015-0610-6;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Computers and Electronics in Agriculture;0168-1699;;10.1016/j.compag.2015.01.008;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.00995;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Frontiers in Plant Science;1664-462X2012 ? …;;10.3389/fpls.2015.01154;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Frontiers in Plant Science;1664-462X;;10.3389/fpls.2015.00522;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Frontiers in Plant Science;1664-462X2012 ? …;;10.3389/fpls.2015.00802;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Frontiers in Plant Science;1664-462X2012 ? …;;10.3389/fpls.2015.00019;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Journal of Agronomy and Crop Science;0931-2250;;10.1111/jac.12091;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Journal of Biological Chemistry;0021-9258;;10.1074/jbc.M115.659631;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Afgrødevidenskab;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0137537;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0123869;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Plant Physiology and Biochemistry;0981-9428;;10.1016/j.plaphy.2015.02.019;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Plant, Soil and Environment;1214-1178;;10.17221/178/2015-PSE;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep23310;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Afgrødevidenskab;;;;;;;;;
Weed Research;0043-1737;;10.1111/wre.12109;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:1, 2015:BFI:1;;Afgrødevidenskab;;;;;;;;;
Metallomics;1756-5901;;10.1039/c5mt00272a;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Analytical Biosciences;;;;;;;;;
Scientia Pharmaceutica;0036-8709;;10.3797/scipharm.1410-14;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Analytical Biosciences;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201322536;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Astrofysik og Planetforskning;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201425256;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Astrofysik og Planetforskning;;;;;;;;;
Astronomy & Astrophysics;0004-6361;;10.1051/0004-6361/201424967;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Astrofysik og Planetforskning;;;;;;;;;
Astronomy & Astrophysics;1432-0746;;10.1051/0004-6361/201425417;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Astrofysik og Planetforskning;;;;;;;;;
Royal Astronomical Society. Monthly Notices;0035-8711;;;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Astrofysik og Planetforskning;;;;;;;;;
American Journal of Human Genetics;0002-9297;;10.1016/j.ajhg.2014.11.012;2015;;true;true;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;non-dk;;;;;;;;
B M C Veterinary Research;1746-6148;;10.1186/s12917-015-0333-9;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
BMC Veterinary Research;1746-6148;;10.1186/s12917-015-0616-1;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Blood;0006-4971;;10.1182/blood-2014-03-562660;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Cell Reports;;;10.1016/j.celrep.2016.07.070;2016;;;;;2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
E M B O Reports;1469-221X;;10.15252/embr.201541866;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Emerging Infectious Diseases (Print Edition);1080-6040;;10.3201/eid2101.140995;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
European Journal of Wildlife Research;1612-4642;;10.1007/s10344-014-0880-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Frontiers in Microbiology;1664-302X;;10.3389/fmicb.2016.00552;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Genome Biology (Online Edition);1474-760X2010 ? …;;10.1186/s13059-015-0687-0;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Genome Biology (Online Edition);1474-760X2010 ? …;;10.1186/s13059-014-0560-6;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Genome Research;1088-9051;;10.1101/gr.190546.115;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Genomics Data;2213-5960;;10.1016/j.gdata.2016.01.014;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Molecular Cell;1097-2765;;10.1016/j.molcel.2015.11.011;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11257;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkv759;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkv1014;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkv603;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkv1176;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkw250;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
P L o S Biology;1544-9173;;10.1371/journal.pbio.1002315;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0114811;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0120100;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0143605;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0155039;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Physical Chemistry Chemical Physics;1463-9076;;10.1039/c5cp04886a;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
R N A;1355-8382;;10.1261/rna.047068.114;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Bioinformatik og RNA Biologi;;;;;;;;;
Trends in Genetics;0168-9525;;10.1016/j.tig.2015.05.007;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Bioinformatik og RNA Biologi;;;;;;;;;
B M C Biochemistry;1471-2091;;10.1186/s12858-015-0055-4;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokemi og bioprocessering;;;;;;;;;
Atmospheric Chemistry and Physics;1680-7316;;10.5194/acp-15-5957-2015;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biokompleksitet;;;;;;;;;
Communicative & Integrative Biology;1942-0889;;10.1080/19420889.2015.1022010;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biokompleksitet;;;;;;;;;
Frontiers in Microbiology;1664-302X2012 ? …;;10.3389/fmicb.2015.00528;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Frontiers in Physics;2296-424X;;10.3389/fphy.2015.00050;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Journal of Computational Physics;0021-9991;;10.1016/j.jcp.2015.05.019;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms12344;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Biokompleksitet;;;;;;;;;
P L o S One;1553-734X;;10.1371/journal.pcbi.1004440;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0123876;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0130824;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0146096;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biokompleksitet;;;;;;;;;
Physical Review E (Statistical, Nonlinear, and Soft Matter Physics);1539-3755;;10.1103/PhysRevE.92.022710;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep09005;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep12186;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep13910;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep10523;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
eLife;2050-084X2013 ? …;;10.7554/eLife.08931;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
mBio (Print);2161-21292012 ? …;;10.1128/mBio.00059-15;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biokompleksitet;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0133584;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologics;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0168050;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologics;;;;;;;;;
American Journal of Physiology: Endocrinology and Metabolism;0193-1849;;10.1152/ajpendo.00277.2014;2015;;;;;2008:BFI:1, 2009:BFI:2, 2010:BFI:1, 2011:BFI:1, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biologisk Institut;;;;;;;;;
B M C Evolutionary Biology;1471-2148;;10.1186/s12862-015-0523-x;2015;;;;;2008:BFI:2, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk Institut;;;;;;;;;
BMC Genomics;1471-2164;;10.1186/s12864-016-3115-2;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Ecology and Evolution;2045-7758;;10.1002/ece3.2175;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Genome Medicine;1756-994X2011 ? …;;10.1186/s13073-015-0211-x;2015;;;;;2008:BFI:0, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk Institut;;;;;;;;;
Journal of Animal Ecology;0021-8790;;10.1111/1365-2656.12543;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Biologisk Institut;;;;;;;;;
National Academy of Sciences. Proceedings;0027-8424;;10.1073/pnas.1423857112;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biologisk institut;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms13765;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Biologisk Institut;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkw636;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Biologisk institut;;;;;;;;;
OncoTarget;1949-25532011 ? …;;10.18632/oncotarget.2925;2015;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk Institut;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0123952;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk Institut;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0123081;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk Institut;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0117779;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk institut;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0161801;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
P L o S One;1932-6203;;10.1371/journal.pone.0151101;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Scientific Reports;2045-23222011 ? …;;10.1038/srep10364;2015;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk institut;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep19233;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep31152;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Scientific Reports;2045-2322;;10.1038/srep33876;2016;;;;;2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biologisk Institut;;;;;;;;;
Transplantation;0041-1337;;10.1097/TP.0000000000000913;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biologisk institut;;;;;;;;;
BMC Biology;1741-7007;;10.1186/s12915-016-0252-7;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Biomolecular Sciences;;;;;;;;;
Biochemistry;0006-2960;;10.1021/acs.biochem.6b00269;2016;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:1;;Biomolecular Sciences;;;;;;;;;
Chemical Research in Toxicology;0893-228X;;10.1021/acs.chemrestox.5b00271;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biomolecular Sciences;;;;;;;;;
Frontiers in Bioscience;1093-9946;;10.3389/fmolb.2015.00040;2015;;;;;2008:BFI:1, 2009:BFI:1, 2010:BFI:1, 2011:BFI:1, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biomolecular Sciences;;;;;;;;;
Journal of Biological Chemistry;0021-9258;;10.1074/jbc.M115.639096;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biomolecular Sciences;;;;;;;;;
Molecular Biology and Evolution;0737-4038;;10.1093/molbev/msw174;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Biomolecular Sciences;;;;;;;;;
Molecular Microbiology;0950-382X;;10.1111/mmi.12901;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:1, 2011:BFI:2, 2012:BFI:1, 2013:BFI:1, 2014:BFI:1, 2015:BFI:1;;Biomolecular Sciences;;;;;;;;;
National Academy of Sciences. Proceedings;0027-8424;;10.1073/pnas.1423536112;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biomolecular Sciences;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11578;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Biomolecular Sciences;;;;;;;;;
Nature Communications;2041-1723;;10.1038/ncomms11786;2016;;;;;2013:BFI:1, 2014:BFI:1, 2015:BFI:1, 2016:BFI:2;;Biomolecular Sciences;;;;;;;;;
Nature Reviews. Microbiology;1740-1526;;10.1038/nrmicro3448;2015;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2;;Biomolecular Sciences;;;;;;;;;
Nucleic Acids Research;0305-1048;;10.1093/nar/gkw770;2016;;;;;2008:BFI:2, 2009:BFI:2, 2010:BFI:2, 2011:BFI:2, 2012:BFI:2, 2013:BFI:2, 2014:BFI:2, 2015:BFI:2, 2016:BFI:2;;Biomolecular Sciences;;;;;;;;;
